"id_promocion;descripcion"
"1;""Oferta válida del 28 AL 30 DE MAYO de 2026.  Recibe 20% de descuento por compra de 2 unidades. Recibe 30% de descuento por compra de 3 unidades. Recibe 40% de descuento por compra de 4 unidades.  Válido para tiendas franquicias adidas Master Series. No válido para tiendas propias adidas, adidas originals, factory outlets, adidas app y página web. Máximo 3 unidades de la misma referencia por factura. No reembolsable en dinero. No aplica en productos seleccionados. Consultar exclusiones en punto de pago. Los descuentos ofrecidos en la promoción son acumulables con productos en descuento. La oferta no es acumulable con otras promociones. Imagenes de referencia. El coste del envio es asumido por el comprador."""
